record_id,phone,account_number,call_time,call_hour,call_result,age,mortgage_balance,tenure,account_holdings,retained,age_group,balance_group,tenure_group
3994,889995351,ACC972539,07/04/2025 13:03,13,answering machine,41,274594.8823,18.22665889,3,1,36-50,Medium-High,Long-term
3995,855306767,ACC153461,25/04/2025 14:35,14,answering machine,25,218017.043,7.433246464,5,0,25-35,Medium-Low,Established
3996,845482188,ACC843066,07/04/2025 16:57,16,answering machine,45,298650.6377,24.92243322,4,1,36-50,Medium-High,Long-term
3997,868585074,ACC297094,28/04/2025 12:35,12,answer,52,354140.6087,2.621482747,3,1,51-75,High,New
3998,822161055,ACC976640,14/04/2025 10:45,10,answer,48,134883.1802,22.05951206,3,1,36-50,Low,Long-term
3999,843764637,ACC852283,21/04/2025 14:26,14,answer,25,193518.9927,2.840201158,2,1,25-35,Low,New
4000,852631356,ACC532690,08/04/2025 14:46,14,answer,32,233350.9219,16.16913723,3,1,25-35,Medium-Low,Long-term
4001,830727905,ACC302164,04/04/2025 12:43,12,answer,35,123085.6056,6.84310655,2,0,25-35,Low,Established
4002,848074295,ACC924030,08/04/2025 15:49,15,answer,61,358447.0245,10.40682097,3,0,51-75,High,Loyal
4003,873313188,ACC501280,22/04/2025 11:01,11,answer,47,173178.0111,22.81922232,5,1,36-50,Low,Long-term
4004,814544850,ACC485487,15/04/2025 15:38,15,answer,42,343716.1752,14.96551619,4,0,36-50,High,Loyal
4005,883440864,ACC205668,18/04/2025 12:27,12,answer,50,193038.7658,12.54062866,2,1,36-50,Low,Loyal
4006,880557955,ACC850782,22/04/2025 14:39,14,answer,31,301866.1602,16.01686392,4,1,25-35,Medium-High,Loyal
4007,841271920,ACC288232,11/04/2025 16:28,16,answer,50,198724.5778,18.53359476,1,1,36-50,Low,Long-term
4008,851747766,ACC815526,04/04/2025 10:22,10,no answer,54,371456.1395,15.06552932,4,0,51-75,High,Loyal
4009,855537530,ACC491854,30/04/2025 16:50,16,wrong number,47,385555.9222,0,2,0,36-50,High,New
4010,873596826,ACC455614,18/04/2025 16:27,16,answer,42,164533.5637,7.825244656,2,1,36-50,Low,Established
4011,834770176,ACC537867,28/04/2025 14:37,14,no answer,64,252787.1232,10.94936094,3,1,51-75,Medium-Low,Loyal
4012,879140510,ACC624030,17/04/2025 15:40,15,wrong party,75,500000,6.739098218,2,0,51-75,High,Established
4013,888925911,ACC350356,10/04/2025 10:22,10,no answer,31,241917.6546,11.25376033,3,1,25-35,Medium-Low,Loyal
4014,830220060,ACC499502,16/04/2025 09:27,9,abandoned,52,299644.0694,13.19912375,1,1,51-75,Medium-High,Loyal
4015,888117479,ACC232665,25/04/2025 13:54,13,answer,53,263480.6267,7.98395238,5,0,51-75,Medium-Low,Established
4016,810031878,ACC525514,25/04/2025 14:32,14,silence,35,234593.8487,14.57278552,1,1,25-35,Medium-Low,Loyal
4017,834954405,ACC913337,14/04/2025 12:17,12,answer,57,106226.1881,18.16107621,1,1,51-75,Low,Long-term
4018,811955274,ACC300505,28/04/2025 09:10,9,answer,47,325993.6902,0.150177019,3,1,36-50,Medium-High,New
4019,841373112,ACC668559,23/04/2025 13:38,13,no answer,25,159654.9866,26.11538433,1,1,25-35,Low,Long-term
4020,849160406,ACC955685,18/04/2025 12:42,12,no answer,48,167958.9672,26.02011423,5,0,36-50,Low,Long-term
4021,874595564,ACC576181,22/04/2025 16:58,16,answer,42,286852.9474,17.97630809,3,1,36-50,Medium-High,Long-term
4022,865377259,ACC469440,09/04/2025 11:55,11,answering machine,49,209689.2004,4.944389184,5,1,36-50,Medium-Low,Established
4023,897163160,ACC767767,23/04/2025 12:51,12,answer,55,146792.1735,14.96093307,5,1,51-75,Low,Loyal
4024,841289093,ACC481301,24/04/2025 10:27,10,answer,51,360181.4863,8.393826082,4,0,51-75,High,Established
4025,877123384,ACC523594,02/04/2025 10:01,10,answer,70,237708.7667,10.33684619,5,1,51-75,Medium-Low,Loyal
4026,844717722,ACC226862,14/04/2025 11:07,11,silence,42,150994.2,22.16898579,3,1,36-50,Low,Long-term
4027,862767142,ACC848688,03/04/2025 09:09,9,answer,50,258912.8878,7.930976398,2,1,36-50,Medium-Low,Established
4028,836742055,ACC377383,04/04/2025 13:54,13,answer,57,262945.2038,12.92573198,3,0,51-75,Medium-Low,Loyal
4029,827155589,ACC675669,22/04/2025 12:23,12,answer,42,134373.1052,1.811639461,3,0,36-50,Low,New
4030,836938079,ACC306871,07/04/2025 10:47,10,answer,53,291764.5187,7.916752214,2,0,51-75,Medium-High,Established
4031,894390891,ACC822618,30/04/2025 09:48,9,no answer,45,357040.4827,9.020507682,3,0,36-50,High,Established
4032,854356232,ACC280194,08/04/2025 11:05,11,no answer,38,205655.8081,17.605272,3,1,36-50,Medium-Low,Long-term
4033,868940794,ACC691124,09/04/2025 15:44,15,answer,27,200787.5922,7.428253157,3,1,25-35,Low,Established
4034,863135601,ACC327104,14/04/2025 14:41,14,no answer,47,282487.3398,7.159543702,3,0,36-50,Medium-High,Established
4035,817471701,ACC247811,14/04/2025 15:11,15,answer,47,310649.4705,26.2950455,4,1,36-50,Medium-High,Long-term
4036,892993870,ACC723245,29/04/2025 15:25,15,no answer,69,312594.8087,14.42565378,4,0,51-75,Medium-High,Loyal
4037,846777943,ACC877798,11/04/2025 10:44,10,answer,52,288336.5668,13.53945942,1,1,51-75,Medium-High,Loyal
4038,840874636,ACC391904,08/04/2025 16:29,16,wrong number,51,377135.6668,0,2,1,51-75,High,New
4039,859600717,ACC634913,21/04/2025 16:40,16,dropped,40,398330.2785,25.63273495,2,1,36-50,High,Long-term
4040,826250986,ACC599795,23/04/2025 11:40,11,wrong number,54,297309.8943,7.316824172,1,0,51-75,Medium-High,Established
4041,884345684,ACC860820,04/04/2025 12:31,12,answer,65,242958.1717,3.731222802,2,0,51-75,Medium-Low,New
4042,875657089,ACC987761,02/04/2025 16:48,16,no answer,57,251359.7751,3.629137318,3,0,51-75,Medium-Low,New
4043,856723624,ACC365890,01/04/2025 15:09,15,answer,59,292418.799,12.15433505,4,0,51-75,Medium-High,Loyal
4044,856731276,ACC520295,14/04/2025 16:39,16,answer,40,370362.5157,16.44127866,4,0,36-50,High,Long-term
4045,855709969,ACC393100,17/04/2025 15:38,15,no answer,41,233759.5629,16.32038683,2,1,36-50,Medium-Low,Long-term
4046,890747674,ACC157745,28/04/2025 13:35,13,no answer,51,425376.795,0,5,0,51-75,High,New
4047,861384866,ACC366213,30/04/2025 10:57,10,no answer,42,189553.4486,12.06031236,5,1,36-50,Low,Loyal
4048,890107293,ACC594582,14/04/2025 10:07,10,answering machine,50,317433.8098,22.89600525,3,1,36-50,Medium-High,Long-term
4049,840565945,ACC682780,03/04/2025 12:47,12,answering machine,47,375342.1698,11.56184336,4,0,36-50,High,Loyal
4050,896385854,ACC730476,28/04/2025 16:39,16,invalid number,41,297747.3113,10.40595104,4,1,36-50,Medium-High,Loyal
4051,823310841,ACC592918,08/04/2025 16:55,16,answering machine,42,144707.7456,3.265499549,5,0,36-50,Low,New
4052,852911039,ACC361976,21/04/2025 14:42,14,invalid number,33,171376.6117,18.42419264,4,1,25-35,Low,Long-term
4053,874224052,ACC670887,28/04/2025 09:55,9,answer,54,336127.6133,20.16415831,3,0,51-75,High,Long-term
4054,869882028,ACC372867,18/04/2025 13:06,13,busy,52,321641.914,13.55146285,3,0,51-75,Medium-High,Loyal
4055,884428736,ACC818712,24/04/2025 10:59,10,stale,46,92735.92521,16.64384179,5,1,36-50,Low,Long-term
4056,844152426,ACC119772,21/04/2025 13:33,13,answer,35,178653.8005,13.66735212,5,1,25-35,Low,Loyal
4057,824986415,ACC139447,29/04/2025 10:42,10,answer,29,316593.2977,22.78391459,4,0,25-35,Medium-High,Long-term
4058,841104756,ACC773582,18/04/2025 13:18,13,stale,58,300635.0598,22.42276003,4,1,51-75,Medium-High,Long-term
4059,812064537,ACC207161,04/04/2025 11:26,11,cancel record,50,243944.8957,4.724501846,4,1,36-50,Medium-Low,Established
4060,828570382,ACC868747,02/04/2025 15:29,15,no answer,25,436048.2583,0,4,0,25-35,High,New
4061,870287580,ACC129977,02/04/2025 10:33,10,answer,60,241166.6691,22.34291605,5,1,51-75,Medium-Low,Long-term
4062,850502151,ACC621653,07/04/2025 13:25,13,answer,57,249780.0144,15.2880593,3,1,51-75,Medium-Low,Loyal
4063,887327060,ACC423694,25/04/2025 16:04,16,answer,48,206986.7787,0.015160489,4,1,36-50,Medium-Low,New
4064,854314851,ACC188132,17/04/2025 09:51,9,answer,63,168511.9003,10.39599787,3,0,51-75,Low,Loyal
4065,868288084,ACC130501,07/04/2025 11:46,11,no answer,45,244688.2276,12.17647122,4,0,36-50,Medium-Low,Loyal
4066,876874976,ACC846727,10/04/2025 11:49,11,stale,42,316355.2185,4.808154457,4,0,36-50,Medium-High,Established
4067,889915869,ACC574566,08/04/2025 09:23,9,cancel record,70,500000,0,3,0,51-75,High,New
4068,863409382,ACC390451,15/04/2025 13:11,13,no answer,51,408403.0132,17.9756269,4,1,51-75,High,Long-term
4069,819567195,ACC198117,07/04/2025 16:00,16,answer,53,415019.9309,4.648059209,2,0,51-75,High,Established
4070,888829343,ACC983849,07/04/2025 12:49,12,general error,54,185418.5005,1.268539521,5,0,51-75,Low,New
4071,827307851,ACC409823,14/04/2025 09:58,9,answer,25,181147.4993,19.34969601,4,1,25-35,Low,Long-term
4072,851517945,ACC321280,15/04/2025 13:41,13,cancel record,63,412806.6225,0,3,0,51-75,High,New
4073,858431997,ACC531708,24/04/2025 09:39,9,no answer,47,304832.5644,14.56864871,4,0,36-50,Medium-High,Loyal
4074,839074090,ACC453910,01/04/2025 09:14,9,callback error,32,337691.2239,18.20582404,5,0,25-35,High,Long-term
4075,864134814,ACC997293,14/04/2025 10:13,10,no answer,41,262092.0093,24.5683763,2,0,36-50,Medium-Low,Long-term
4076,865536284,ACC942908,14/04/2025 13:15,13,silence,67,372785.5715,1.954135266,1,0,51-75,High,New
4077,853076606,ACC510757,07/04/2025 12:58,12,answer,44,169166.403,9.312017755,5,1,36-50,Low,Established
4078,828027644,ACC592510,21/04/2025 15:57,15,no answer,34,217941.3064,13.9413989,4,1,25-35,Medium-Low,Loyal
4079,880571779,ACC328731,03/04/2025 10:13,10,answer,36,236549.2833,13.14084612,4,1,36-50,Medium-Low,Loyal
4080,873539802,ACC436808,21/04/2025 09:41,9,answer,29,296048.7054,9.652030575,3,0,25-35,Medium-High,Established
4081,863009115,ACC922489,07/04/2025 15:05,15,no answer,45,113080.7342,14.37906919,5,1,36-50,Low,Loyal
4082,836798173,ACC125082,03/04/2025 14:03,14,answering machine,60,253901.096,5.644649027,5,0,51-75,Medium-Low,Established
4083,871091012,ACC996210,25/04/2025 15:29,15,answer,44,250298.7032,1.078256829,2,1,36-50,Medium-Low,New
4084,899957553,ACC828585,18/04/2025 09:06,9,no answer,57,332164.9589,13.75795258,3,1,51-75,High,Loyal
4085,887133829,ACC373306,17/04/2025 09:46,9,no answer,62,177263.5477,9.589530278,3,0,51-75,Low,Established
4086,828712643,ACC146561,15/04/2025 16:03,16,answer,37,98688.2159,13.66446567,5,1,36-50,Low,Loyal
4087,891849755,ACC292113,15/04/2025 13:43,13,no answer,54,398068.226,0,4,0,51-75,High,New
4088,898933580,ACC864171,16/04/2025 13:11,13,answer,75,188837.5479,0,5,0,51-75,Low,New
4089,830550248,ACC235562,16/04/2025 10:34,10,no answer,61,311482.9491,30,5,1,51-75,Medium-High,Long-term
4090,854152844,ACC841088,21/04/2025 12:33,12,answer,25,206924.817,9.062086325,5,1,25-35,Medium-Low,Established
4091,880798945,ACC315741,21/04/2025 10:30,10,answer,51,151616.7287,13.43170057,2,1,51-75,Low,Loyal
4092,886627488,ACC835717,04/04/2025 11:39,11,answer,42,185934.3224,14.71868376,2,1,36-50,Low,Loyal
4093,830922436,ACC940003,28/04/2025 09:07,9,answer,53,270093.4154,0,5,1,51-75,Medium-High,New
4094,830225459,ACC106221,04/04/2025 15:13,15,answer,35,162375.6747,30,4,1,25-35,Low,Long-term
4095,858344572,ACC241269,03/04/2025 14:24,14,no answer,34,249367.0921,15.77071021,1,0,25-35,Medium-Low,Loyal
4096,823488321,ACC312201,18/04/2025 09:39,9,answer,34,278437.3058,7.961167221,3,1,25-35,Medium-High,Established
4097,859888828,ACC857372,08/04/2025 09:15,9,answer,45,154564.4159,20.34111561,5,1,36-50,Low,Long-term
4098,835170711,ACC613941,18/04/2025 10:14,10,answer,52,157092.4112,3.198929681,3,0,51-75,Low,New
4099,899726383,ACC265969,17/04/2025 14:46,14,no answer,30,224601.4352,24.80707649,2,1,25-35,Medium-Low,Long-term
4100,886197635,ACC854815,14/04/2025 14:57,14,answer,35,341513.8014,5.628526275,3,0,25-35,High,Established
4101,858753241,ACC615924,28/04/2025 14:23,14,no answer,25,410374.8077,4.354204594,2,1,25-35,High,Established
4102,853252879,ACC890388,16/04/2025 10:51,10,answer,62,50000,13.7153822,5,1,51-75,Low,Loyal
4103,816902785,ACC135754,07/04/2025 09:03,9,no answer,59,331880.1016,11.36331935,1,0,51-75,Medium-High,Loyal
4104,815818077,ACC798624,28/04/2025 10:48,10,no answer,42,289117.1497,19.87079872,3,1,36-50,Medium-High,Long-term
4105,866177812,ACC316557,28/04/2025 13:58,13,general error,47,382416.8447,20.97223957,3,0,36-50,High,Long-term
4106,884566620,ACC108738,14/04/2025 13:05,13,answer,48,173044.3334,11.19691161,3,1,36-50,Low,Loyal
4107,883712314,ACC815254,14/04/2025 10:42,10,answer,60,82523.29686,16.49482151,5,0,51-75,Low,Long-term
4108,830220163,ACC402871,28/04/2025 14:47,14,stale,53,331573.9091,8.665825815,1,0,51-75,Medium-High,Established
4109,814853806,ACC193706,29/04/2025 16:45,16,answer,34,157428.2787,4.452931265,2,1,25-35,Low,Established
4110,837421935,ACC686386,30/04/2025 09:05,9,invalid number,39,244535.5233,23.34622072,2,1,36-50,Medium-Low,Long-term
4111,895424043,ACC856708,21/04/2025 10:37,10,answer,30,138978.7721,21.6419588,4,1,25-35,Low,Long-term
4112,837684702,ACC173230,14/04/2025 10:44,10,answer,44,284490.412,13.32395221,3,1,36-50,Medium-High,Loyal
4113,825083254,ACC308843,23/04/2025 10:41,10,no answer,37,209936.303,29.48432799,5,1,36-50,Medium-Low,Long-term
4114,882651141,ACC855618,28/04/2025 16:01,16,no answer,52,366554.5979,16.61357849,2,0,51-75,High,Long-term
4115,895942048,ACC342353,17/04/2025 16:16,16,no answer,49,393010.7044,5.541480213,1,1,36-50,High,Established
4116,812267128,ACC731888,28/04/2025 11:53,11,answer,39,279005.2721,9.025996999,5,1,36-50,Medium-High,Established
4117,816931224,ACC476260,14/04/2025 13:27,13,answering machine,42,337921.9091,16.75073514,1,0,36-50,High,Long-term
4118,850363400,ACC999253,04/04/2025 15:54,15,answer,62,168985.277,7.777400782,4,0,51-75,Low,Established
4119,896638665,ACC232221,15/04/2025 14:59,14,answer,55,186714.5993,29.58408276,3,1,51-75,Low,Long-term
4120,842265392,ACC862830,28/04/2025 12:53,12,no answer,64,163013.1236,9.479965826,1,0,51-75,Low,Established
4121,819441115,ACC131985,07/04/2025 16:32,16,invalid number,49,244599.8951,27.08259373,3,1,36-50,Medium-Low,Long-term
4122,820401786,ACC626116,28/04/2025 15:40,15,no answer,39,331990.9085,10.49402074,4,1,36-50,High,Loyal
4123,878753286,ACC908704,28/04/2025 16:34,16,answer,61,191328.773,12.32040319,1,1,51-75,Low,Loyal
4124,871652872,ACC808513,17/04/2025 14:00,14,answer,46,375814.205,8.393382671,4,0,36-50,High,Established
4125,814946487,ACC403329,22/04/2025 12:20,12,answer,49,280809.0891,4.503687052,4,1,36-50,Medium-High,Established
4126,881425971,ACC237838,28/04/2025 11:54,11,answer,59,377632.4271,1.64835459,1,0,51-75,High,New
4127,822368893,ACC156100,28/04/2025 10:00,10,answer,25,106117.9955,22.08991028,3,0,25-35,Low,Long-term
4128,821698742,ACC988169,23/04/2025 11:07,11,general error,64,108242.3889,0,5,0,51-75,Low,New
4129,817446225,ACC129682,17/04/2025 16:44,16,no answer,48,239168.4873,3.069715338,4,0,36-50,Medium-Low,New
4130,819779055,ACC728635,04/04/2025 11:34,11,silence,48,310372.8651,4.570320311,3,1,36-50,Medium-High,Established
4131,833189030,ACC910997,28/04/2025 15:16,15,no answer,45,207678.8236,0.722426854,3,0,36-50,Medium-Low,New
4132,832879343,ACC119760,01/04/2025 09:17,9,answer,53,444591.0241,18.59506476,2,0,51-75,High,Long-term
4133,832707765,ACC171122,28/04/2025 16:12,16,no answer,37,306630.2808,20.35002877,4,1,36-50,Medium-High,Long-term
4134,810455848,ACC575801,07/04/2025 16:47,16,answer,50,155185.5829,17.6892034,5,1,36-50,Low,Long-term
4135,875352100,ACC823892,21/04/2025 15:15,15,answer,38,332501.6227,0.324211496,3,0,36-50,High,New
4136,845147568,ACC691968,22/04/2025 13:50,13,invalid number,46,445530.1181,21.03030995,3,0,36-50,High,Long-term
4137,885483758,ACC692052,21/04/2025 12:38,12,answer,50,143603.5912,0,2,0,36-50,Low,New
4138,850861896,ACC599330,24/04/2025 10:02,10,answer,47,342526.13,24.26360199,1,0,36-50,High,Long-term
4139,817305979,ACC747340,21/04/2025 15:58,15,no answer,53,265330.3771,2.171536403,2,1,51-75,Medium-Low,New
4140,890168296,ACC462214,16/04/2025 12:28,12,answer,32,299633.3778,8.82616162,3,0,25-35,Medium-High,Established
4141,853518203,ACC896869,21/04/2025 14:14,14,no answer,42,430721.363,2.031565123,4,0,36-50,High,New
4142,879470057,ACC761296,08/04/2025 12:41,12,answering machine,46,208603.3214,2.814835548,4,0,36-50,Medium-Low,New
4143,887483134,ACC671634,14/04/2025 14:40,14,stale,60,402187.7879,21.8194875,3,0,51-75,High,Long-term
4144,863826545,ACC511178,18/04/2025 15:49,15,answer,25,395810.6608,20.56257182,5,1,25-35,High,Long-term
4145,881699506,ACC316160,21/04/2025 16:12,16,answer,55,185167.1466,29.07507532,3,1,51-75,Low,Long-term
4146,889204060,ACC865916,07/04/2025 16:40,16,answer,45,373044.0711,0,4,0,36-50,High,New
4147,843569580,ACC741346,21/04/2025 13:57,13,answer,40,186738.5025,13.58433407,2,0,36-50,Low,Loyal
4148,893373629,ACC514741,09/04/2025 15:35,15,no answer,34,302412.6781,11.2612619,4,0,25-35,Medium-High,Loyal
4149,860841722,ACC133605,08/04/2025 14:26,14,silence,32,204637.3674,16.32986888,4,1,25-35,Medium-Low,Long-term
4150,897678236,ACC369940,21/04/2025 12:21,12,no answer,67,402322.9627,0,1,0,51-75,High,New
4151,857191692,ACC467706,28/04/2025 12:55,12,answer,43,331956.4721,20.5263472,4,1,36-50,Medium-High,Long-term
4152,832826019,ACC210486,09/04/2025 14:07,14,no answer,47,302336.8398,7.480444795,4,0,36-50,Medium-High,Established
4153,817931169,ACC819578,22/04/2025 11:33,11,answer,44,387178.7489,1.532349358,2,0,36-50,High,New
4154,878443178,ACC517210,21/04/2025 13:56,13,answer,59,444575.5646,0,2,0,51-75,High,New
4155,830854505,ACC188796,04/04/2025 09:00,9,answer,48,293077.7853,18.14273399,3,1,36-50,Medium-High,Long-term
4156,835078666,ACC839454,30/04/2025 16:36,16,no answer,50,267306.5023,26.25572446,1,0,36-50,Medium-Low,Long-term
4157,865674872,ACC599698,25/04/2025 10:46,10,answering machine,56,184494.7669,4.085822851,1,0,51-75,Low,Established
4158,818379393,ACC458054,30/04/2025 12:44,12,answer,58,209096.3536,9.98718429,4,0,51-75,Medium-Low,Established
4159,831657190,ACC647766,15/04/2025 10:30,10,no answer,50,333946.3516,18.42608875,2,1,36-50,High,Long-term
4160,871530131,ACC827928,18/04/2025 09:16,9,answer,44,148625.8662,0.433805501,5,1,36-50,Low,New
4161,856915136,ACC482755,18/04/2025 15:26,15,silence,58,357474.7393,3.113047161,4,0,51-75,High,New
4162,872784063,ACC976854,23/04/2025 10:21,10,busy,47,157200.2388,3.96019822,5,0,36-50,Low,Established
4163,849999316,ACC318727,23/04/2025 09:57,9,answering machine,57,269973.6527,23.99875182,3,1,51-75,Medium-High,Long-term
4164,885524269,ACC129819,28/04/2025 16:09,16,no answer,61,305844.2016,17.49180141,1,0,51-75,Medium-High,Long-term
4165,895656250,ACC920438,28/04/2025 14:30,14,abandoned,31,321536.7807,15.95953069,2,1,25-35,Medium-High,Loyal
4166,887568268,ACC322048,17/04/2025 11:52,11,answer,31,296373.4373,9.258517982,3,1,25-35,Medium-High,Established
4167,875871946,ACC416559,04/04/2025 16:53,16,no answer,42,421936.0822,3.19305254,1,0,36-50,High,New
4168,819619947,ACC364824,21/04/2025 12:27,12,abandoned,70,468719.3198,0,2,0,51-75,High,New
4169,858804696,ACC163158,16/04/2025 09:15,9,no answer,25,252431.6397,3.389692708,3,0,25-35,Medium-Low,New
4170,860373152,ACC179126,04/04/2025 10:37,10,busy,53,195615.0813,6.994064302,1,0,51-75,Low,Established
4171,898620605,ACC268373,11/04/2025 12:05,12,answer,50,109740.059,22.07302475,3,1,36-50,Low,Long-term
4172,829638368,ACC320777,16/04/2025 11:43,11,no answer,58,82007.89144,14.06128972,3,1,51-75,Low,Loyal
4173,894855485,ACC477952,03/04/2025 14:44,14,answer,53,219460.6919,6.725343451,3,0,51-75,Medium-Low,Established
4174,827261150,ACC162440,21/04/2025 15:15,15,answering machine,38,335807.0584,5.867792651,1,0,36-50,High,Established
4175,841179403,ACC394954,07/04/2025 12:58,12,answer,31,172530.5168,13.70721348,4,1,25-35,Low,Loyal
4176,870897809,ACC599793,28/04/2025 15:33,15,answering machine,34,275572.0298,0,3,0,25-35,Medium-High,New
4177,843863699,ACC296390,30/04/2025 09:40,9,answer,38,288102.3696,11.45639437,3,1,36-50,Medium-High,Loyal
4178,828976181,ACC970415,09/04/2025 11:53,11,answer,40,197000.697,9.154206297,3,1,36-50,Low,Established
4179,833766075,ACC618450,07/04/2025 10:04,10,no answer,34,194151.7806,0,1,0,25-35,Low,New
4180,863493411,ACC165116,09/04/2025 11:29,11,no answer,62,248956.3246,12.78192922,5,1,51-75,Medium-Low,Loyal
4181,839014302,ACC345449,25/04/2025 11:51,11,no answer,29,179280.5497,5.039886069,4,0,25-35,Low,Established
4182,845535059,ACC461296,01/04/2025 13:26,13,answer,59,207837.3449,14.55532942,5,1,51-75,Medium-Low,Loyal
4183,864712815,ACC175289,23/04/2025 11:35,11,stale,57,339699.8271,19.14407986,3,0,51-75,High,Long-term
4184,880388056,ACC289271,07/04/2025 11:07,11,stale,57,243767.5369,1.517635306,3,0,51-75,Medium-Low,New
4185,868341962,ACC598741,14/04/2025 16:31,16,dropped,36,389767.1324,10.9915665,4,0,36-50,High,Loyal
4186,857028614,ACC305782,29/04/2025 12:17,12,answer,51,390555.4098,0,1,0,51-75,High,New
4187,830364476,ACC405492,29/04/2025 10:41,10,no answer,43,307088.4438,16.3498151,1,0,36-50,Medium-High,Long-term
4188,840676124,ACC742997,07/04/2025 16:57,16,answer,54,153382.073,0.157871454,2,1,51-75,Low,New
4189,867034491,ACC644798,24/04/2025 16:39,16,answer,45,189029.9142,13.45020974,3,1,36-50,Low,Loyal
4190,862550970,ACC521098,21/04/2025 12:15,12,answering machine,46,404126.5609,17.17216267,2,0,36-50,High,Long-term
4191,840436857,ACC412098,28/04/2025 12:07,12,answer,35,264896.8072,5.031697753,3,0,25-35,Medium-Low,Established
4192,859490403,ACC298738,30/04/2025 09:12,9,answering machine,25,383598.1679,0,3,0,25-35,High,New
4193,819274333,ACC596103,10/04/2025 12:30,12,answer,30,324937.4458,18.60295297,5,0,25-35,Medium-High,Long-term
4194,810005285,ACC689802,07/04/2025 13:59,13,no answer,56,174623.3843,17.31820151,5,0,51-75,Low,Long-term
4195,829645915,ACC698256,11/04/2025 13:14,13,no answer,41,207013.5514,4.300358515,1,1,36-50,Medium-Low,Established
4196,852282729,ACC153043,18/04/2025 16:16,16,answer,50,371274.2969,2.128511587,3,0,36-50,High,New
4197,868466300,ACC252129,04/04/2025 15:22,15,answer,52,259376.5002,6.886235402,3,1,51-75,Medium-Low,Established
4198,823441978,ACC244099,02/04/2025 09:34,9,stale,75,304638.6268,2.085319805,2,0,51-75,Medium-High,New
4199,895402956,ACC128258,15/04/2025 15:14,15,answer,60,217522.7671,0,2,0,51-75,Medium-Low,New
4200,887935068,ACC706592,30/04/2025 15:09,15,answer,31,218212.7042,12.03470666,2,1,25-35,Medium-Low,Loyal
4201,837057819,ACC223666,14/04/2025 16:55,16,answer,32,212395.5856,19.26651704,3,1,25-35,Medium-Low,Long-term
4202,855797981,ACC883912,04/04/2025 14:28,14,no answer,75,418527.7279,0,1,0,51-75,High,New
4203,829127788,ACC933773,10/04/2025 16:34,16,answer,71,164321.4881,11.64980282,4,1,51-75,Low,Loyal
4204,892134026,ACC315688,23/04/2025 10:21,10,no answer,51,70125.87686,0,2,1,51-75,Low,New
4205,837085092,ACC448712,29/04/2025 10:08,10,answer,27,214011.8872,19.44108679,4,1,25-35,Medium-Low,Long-term
4206,858114572,ACC850409,21/04/2025 12:44,12,no answer,57,201454.1359,19.0095882,2,1,51-75,Low,Long-term
4207,817108271,ACC231926,29/04/2025 12:15,12,no answer,44,396442.6126,18.79472345,3,0,36-50,High,Long-term
4208,845936102,ACC597343,11/04/2025 14:54,14,no answer,42,190012.0173,1.769566087,2,1,36-50,Low,New
4209,883136773,ACC899031,15/04/2025 12:25,12,answering machine,62,224068.4509,10.46233842,3,0,51-75,Medium-Low,Loyal
4210,857511333,ACC654897,22/04/2025 10:12,10,answer,48,286659.6993,21.99998885,5,1,36-50,Medium-High,Long-term
4211,886997246,ACC744767,07/04/2025 15:05,15,invalid number,33,223868.4696,12.5513472,3,0,25-35,Medium-Low,Loyal
4212,832878634,ACC742353,24/04/2025 16:40,16,no answer,52,280078.0449,8.545303693,3,0,51-75,Medium-High,Established
4213,841939611,ACC916917,28/04/2025 11:04,11,wrong party,51,280635.6484,7.57678767,4,1,51-75,Medium-High,Established
4214,847109582,ACC969808,01/04/2025 13:51,13,answer,52,185194.1619,10.70764736,1,1,51-75,Low,Loyal
4215,861338797,ACC891739,21/04/2025 11:39,11,no answer,49,144409.8453,19.26244612,5,0,36-50,Low,Long-term
4216,822500709,ACC439960,11/04/2025 11:17,11,answering machine,66,472791.1062,7.785027974,1,0,51-75,High,Established
4217,877975722,ACC378600,16/04/2025 10:34,10,answer,40,248617.888,6.379403423,5,1,36-50,Medium-Low,Established
4218,821812988,ACC785370,30/04/2025 11:07,11,answer,45,202561.8316,9.858523351,4,0,36-50,Low,Established
4219,878879105,ACC511357,16/04/2025 16:48,16,answer,25,220797.1467,23.53085985,2,1,25-35,Medium-Low,Long-term
4220,814835605,ACC504206,09/04/2025 14:37,14,no answer,41,311850.2778,11.37616775,4,1,36-50,Medium-High,Loyal
4221,893215583,ACC593252,14/04/2025 09:09,9,answer,71,448909.7982,4.035765068,3,0,51-75,High,Established
4222,887600506,ACC476952,14/04/2025 12:19,12,answer,41,130934.4552,13.37954526,5,1,36-50,Low,Loyal
4223,865555192,ACC201530,29/04/2025 09:08,9,no answer,39,283568.5476,19.26440341,3,1,36-50,Medium-High,Long-term
4224,880405160,ACC481485,02/04/2025 15:42,15,no answer,37,261879.6516,20.3041016,2,1,36-50,Medium-Low,Long-term
4225,889943428,ACC104904,14/04/2025 16:05,16,answering machine,55,222377.4532,21.77271928,3,0,51-75,Medium-Low,Long-term
4226,851805103,ACC590564,07/04/2025 16:00,16,answer,49,227841.8058,26.20921612,1,1,36-50,Medium-Low,Long-term
4227,852252715,ACC781877,21/04/2025 13:41,13,answer,55,251079.2531,7.03814785,3,0,51-75,Medium-Low,Established
